2024-10-29 12:44:54,589 p=1391626 u=lavender n=ansible | PLAY [Total Removal] **********************************************************************************************************************************************************************
2024-10-29 12:45:00,183 p=1391626 u=lavender n=ansible | TASK [telegraf : Remove the config files at /etc/telegraf] ********************************************************************************************************************************
2024-10-29 12:45:00,516 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:00,529 p=1391626 u=lavender n=ansible | TASK [telegraf : Remove the default file] *************************************************************************************************************************************************
2024-10-29 12:45:00,779 p=1391626 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:45:00,788 p=1391626 u=lavender n=ansible | TASK [telegraf : Remove the data files] ***************************************************************************************************************************************************
2024-10-29 12:45:01,033 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:01,039 p=1391626 u=lavender n=ansible | TASK [influxdb : Package install] *********************************************************************************************************************************************************
2024-10-29 12:45:01,050 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:01,053 p=1391626 u=lavender n=ansible | TASK [influxdb : Prepare /etc/influxd] ****************************************************************************************************************************************************
2024-10-29 12:45:01,065 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:01,069 p=1391626 u=lavender n=ansible | TASK [influxdb : Template config for storage in /etc/influxd] *****************************************************************************************************************************
2024-10-29 12:45:01,079 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:01,084 p=1391626 u=lavender n=ansible | TASK [influxdb : Restart service influxd, if running] *************************************************************************************************************************************
2024-10-29 12:45:01,092 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:01,097 p=1391626 u=lavender n=ansible | TASK [influxdb : include_tasks] ***********************************************************************************************************************************************************
2024-10-29 12:45:01,106 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:01,114 p=1391626 u=lavender n=ansible | TASK [influxdb : Package remove] **********************************************************************************************************************************************************
2024-10-29 12:45:01,129 p=1391626 u=lavender n=ansible | included: /home/lavender/sandbox/ansible/LabProvisioning/ProvisionCollection/influxdb/tasks/../../shared/any/tasks/Debian-rm.yml for monitor2
2024-10-29 12:45:01,132 p=1391626 u=lavender n=ansible | TASK [influxdb : Populate service facts] **************************************************************************************************************************************************
2024-10-29 12:45:02,298 p=1391626 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:45:02,307 p=1391626 u=lavender n=ansible | TASK [influxdb : set_fact] ****************************************************************************************************************************************************************
2024-10-29 12:45:02,326 p=1391626 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:45:02,331 p=1391626 u=lavender n=ansible | TASK [influxdb : Is the serivce: influxdb2 running?] **************************************************************************************************************************************
2024-10-29 12:45:02,344 p=1391626 u=lavender n=ansible | ok: [monitor2] => {
    "service_running": false
}
2024-10-29 12:45:02,349 p=1391626 u=lavender n=ansible | TASK [influxdb : Systemd stop influxdb2] **************************************************************************************************************************************************
2024-10-29 12:45:02,358 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:02,365 p=1391626 u=lavender n=ansible | TASK [influxdb : Remove influxdb2 Package] ************************************************************************************************************************************************
2024-10-29 12:45:03,873 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:03,877 p=1391626 u=lavender n=ansible | TASK [influxdb : Remove the default file] *************************************************************************************************************************************************
2024-10-29 12:45:04,103 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:04,106 p=1391626 u=lavender n=ansible | TASK [influxdb : Remove the config files] *************************************************************************************************************************************************
2024-10-29 12:45:04,341 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:04,353 p=1391626 u=lavender n=ansible | TASK [influxdb : Remove the root config files] ********************************************************************************************************************************************
2024-10-29 12:45:04,598 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:04,611 p=1391626 u=lavender n=ansible | TASK [influxdb : Remove the data files in /var/lib/influxdb] ******************************************************************************************************************************
2024-10-29 12:45:04,858 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:04,878 p=1391626 u=lavender n=ansible | TASK [alloy : Package install] ************************************************************************************************************************************************************
2024-10-29 12:45:04,888 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:04,892 p=1391626 u=lavender n=ansible | TASK [alloy : Template config  in /etc/alloy/config.allow] ********************************************************************************************************************************
2024-10-29 12:45:04,904 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:04,908 p=1391626 u=lavender n=ansible | TASK [alloy : Template config  in /etc/default/alloy] *************************************************************************************************************************************
2024-10-29 12:45:04,917 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:04,922 p=1391626 u=lavender n=ansible | TASK [alloy : Remove the config files] ****************************************************************************************************************************************************
2024-10-29 12:45:05,166 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:05,175 p=1391626 u=lavender n=ansible | TASK [alloy : Remove the default file] ****************************************************************************************************************************************************
2024-10-29 12:45:05,417 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:05,421 p=1391626 u=lavender n=ansible | TASK [alloy : Package remove] *************************************************************************************************************************************************************
2024-10-29 12:45:05,437 p=1391626 u=lavender n=ansible | included: /home/lavender/sandbox/ansible/LabProvisioning/ProvisionCollection/alloy/tasks/../../shared/any/tasks/Debian-rm.yml for monitor2
2024-10-29 12:45:05,444 p=1391626 u=lavender n=ansible | TASK [alloy : Populate service facts] *****************************************************************************************************************************************************
2024-10-29 12:45:06,582 p=1391626 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:45:06,591 p=1391626 u=lavender n=ansible | TASK [alloy : set_fact] *******************************************************************************************************************************************************************
2024-10-29 12:45:06,610 p=1391626 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:45:06,617 p=1391626 u=lavender n=ansible | TASK [alloy : Is the serivce: alloy running?] *********************************************************************************************************************************************
2024-10-29 12:45:06,632 p=1391626 u=lavender n=ansible | ok: [monitor2] => {
    "service_running": false
}
2024-10-29 12:45:06,636 p=1391626 u=lavender n=ansible | TASK [alloy : Systemd stop alloy] *********************************************************************************************************************************************************
2024-10-29 12:45:06,649 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:06,654 p=1391626 u=lavender n=ansible | TASK [alloy : Remove alloy Package] *******************************************************************************************************************************************************
2024-10-29 12:45:08,283 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:08,293 p=1391626 u=lavender n=ansible | TASK [alloy : Remove the data files] ******************************************************************************************************************************************************
2024-10-29 12:45:08,543 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:08,565 p=1391626 u=lavender n=ansible | TASK [loki : Package install] *************************************************************************************************************************************************************
2024-10-29 12:45:08,576 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:08,588 p=1391626 u=lavender n=ansible | TASK [loki : Template config to  /etc/loki/config.yml] ************************************************************************************************************************************
2024-10-29 12:45:08,600 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:08,610 p=1391626 u=lavender n=ansible | TASK [loki : systemd reload configs and restart Loki] *************************************************************************************************************************************
2024-10-29 12:45:08,624 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:08,635 p=1391626 u=lavender n=ansible | TASK [loki : Package remove] **************************************************************************************************************************************************************
2024-10-29 12:45:08,659 p=1391626 u=lavender n=ansible | included: /home/lavender/sandbox/ansible/LabProvisioning/ProvisionCollection/loki/tasks/../../shared/any/tasks/Debian-rm.yml for monitor2
2024-10-29 12:45:08,665 p=1391626 u=lavender n=ansible | TASK [loki : Populate service facts] ******************************************************************************************************************************************************
2024-10-29 12:45:09,810 p=1391626 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:45:09,819 p=1391626 u=lavender n=ansible | TASK [loki : set_fact] ********************************************************************************************************************************************************************
2024-10-29 12:45:09,839 p=1391626 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:45:09,851 p=1391626 u=lavender n=ansible | TASK [loki : Is the serivce: loki running?] ***********************************************************************************************************************************************
2024-10-29 12:45:09,865 p=1391626 u=lavender n=ansible | ok: [monitor2] => {
    "service_running": false
}
2024-10-29 12:45:09,877 p=1391626 u=lavender n=ansible | TASK [loki : Systemd stop loki] ***********************************************************************************************************************************************************
2024-10-29 12:45:09,890 p=1391626 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:45:09,899 p=1391626 u=lavender n=ansible | TASK [loki : Remove loki Package] *********************************************************************************************************************************************************
2024-10-29 12:45:11,410 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:11,419 p=1391626 u=lavender n=ansible | TASK [loki : Remove the config files /etc/loki] *******************************************************************************************************************************************
2024-10-29 12:45:11,664 p=1391626 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:45:11,706 p=1391626 u=lavender n=ansible | PLAY RECAP ********************************************************************************************************************************************************************************
2024-10-29 12:45:11,706 p=1391626 u=lavender n=ansible | monitor2                   : ok=33   changed=14   unreachable=0    failed=0    skipped=19   rescued=0    ignored=0   
2024-10-29 12:49:55,840 p=1392575 u=lavender n=ansible | PLAY [Service: Influxdb] ********************************************************************************************************************************************************************************************************************
2024-10-29 12:49:55,846 p=1392575 u=lavender n=ansible | TASK [Gathering Facts] **********************************************************************************************************************************************************************************************************************
2024-10-29 12:49:56,797 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:49:56,816 p=1392575 u=lavender n=ansible | TASK [influxdb : Package install] ***********************************************************************************************************************************************************************************************************
2024-10-29 12:49:56,842 p=1392575 u=lavender n=ansible | included: /home/lavender/sandbox/ansible/LabProvisioning/ProvisionCollection/influxdb/tasks/../../shared/influxdb/tasks/Debian-install.yml for monitor2
2024-10-29 12:49:56,849 p=1392575 u=lavender n=ansible | TASK [influxdb : Prepare the apt keyring directory] *****************************************************************************************************************************************************************************************
2024-10-29 12:49:57,158 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:49:57,165 p=1392575 u=lavender n=ansible | TASK [influxdb : get influx key] ************************************************************************************************************************************************************************************************************
2024-10-29 12:49:57,621 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:49:57,629 p=1392575 u=lavender n=ansible | TASK [influxdb : build key for apt] *********************************************************************************************************************************************************************************************************
2024-10-29 12:49:57,950 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:49:57,959 p=1392575 u=lavender n=ansible | TASK [influxdb : setup influxdb apt repo] ***************************************************************************************************************************************************************************************************
2024-10-29 12:49:58,473 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:49:58,481 p=1392575 u=lavender n=ansible | TASK [influxdb : Get influxdb2} package] ****************************************************************************************************************************************************************************************************
2024-10-29 12:50:00,995 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:01,002 p=1392575 u=lavender n=ansible | TASK [influxdb : Prepare /etc/influxd] ******************************************************************************************************************************************************************************************************
2024-10-29 12:50:01,238 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:01,246 p=1392575 u=lavender n=ansible | TASK [influxdb : Template config for storage in /etc/influxd] *******************************************************************************************************************************************************************************
2024-10-29 12:50:01,793 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:01,801 p=1392575 u=lavender n=ansible | TASK [influxdb : Restart service influxd, if running] ***************************************************************************************************************************************************************************************
2024-10-29 12:50:03,495 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:03,503 p=1392575 u=lavender n=ansible | TASK [influxdb : include_tasks] *************************************************************************************************************************************************************************************************************
2024-10-29 12:50:03,529 p=1392575 u=lavender n=ansible | included: /home/lavender/sandbox/ansible/LabProvisioning/ProvisionCollection/influxdb/tasks/initializedb.yml for monitor2
2024-10-29 12:50:03,537 p=1392575 u=lavender n=ansible | TASK [influxdb : create initial Influxdb user] **********************************************************************************************************************************************************************************************
2024-10-29 12:50:03,866 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:03,873 p=1392575 u=lavender n=ansible | TASK [influxdb : ansible.builtin.debug] *****************************************************************************************************************************************************************************************************
2024-10-29 12:50:03,888 p=1392575 u=lavender n=ansible | ok: [monitor2] => {
    "cmd_result.stdout": "User\t\tOrganization\tBucket\nlavender\tlavnet\t\tlavnet"
}
2024-10-29 12:50:03,897 p=1392575 u=lavender n=ansible | TASK [influxdb : create initial admin token] ************************************************************************************************************************************************************************************************
2024-10-29 12:50:04,151 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:04,159 p=1392575 u=lavender n=ansible | TASK [influxdb : set_fact] ******************************************************************************************************************************************************************************************************************
2024-10-29 12:50:04,187 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:04,196 p=1392575 u=lavender n=ansible | TASK [influxdb : set_fact] ******************************************************************************************************************************************************************************************************************
2024-10-29 12:50:04,221 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:04,230 p=1392575 u=lavender n=ansible | TASK [influxdb : create initial operator token] *********************************************************************************************************************************************************************************************
2024-10-29 12:50:04,481 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:04,484 p=1392575 u=lavender n=ansible | TASK [influxdb : set_fact] ******************************************************************************************************************************************************************************************************************
2024-10-29 12:50:04,513 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:04,515 p=1392575 u=lavender n=ansible | TASK [influxdb : set_fact] ******************************************************************************************************************************************************************************************************************
2024-10-29 12:50:04,529 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:04,532 p=1392575 u=lavender n=ansible | TASK [influxdb : set_fact] ******************************************************************************************************************************************************************************************************************
2024-10-29 12:50:04,554 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:04,561 p=1392575 u=lavender n=ansible | TASK [influxdb : Create auth file for this host] ********************************************************************************************************************************************************************************************
2024-10-29 12:50:04,773 p=1392575 u=lavender n=ansible | changed: [monitor2 -> localhost]
2024-10-29 12:50:04,775 p=1392575 u=lavender n=ansible | TASK [influxdb : debug] *********************************************************************************************************************************************************************************************************************
2024-10-29 12:50:04,786 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:04,789 p=1392575 u=lavender n=ansible | TASK [influxdb : Package remove] ************************************************************************************************************************************************************************************************************
2024-10-29 12:50:04,800 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:04,803 p=1392575 u=lavender n=ansible | TASK [influxdb : Remove the default file] ***************************************************************************************************************************************************************************************************
2024-10-29 12:50:04,814 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:04,817 p=1392575 u=lavender n=ansible | TASK [influxdb : Remove the config files] ***************************************************************************************************************************************************************************************************
2024-10-29 12:50:04,828 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:04,831 p=1392575 u=lavender n=ansible | TASK [influxdb : Remove the root config files] **********************************************************************************************************************************************************************************************
2024-10-29 12:50:04,840 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:04,843 p=1392575 u=lavender n=ansible | TASK [influxdb : Remove the data files in /var/lib/influxdb] ********************************************************************************************************************************************************************************
2024-10-29 12:50:04,853 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:04,861 p=1392575 u=lavender n=ansible | TASK [telegraf : Package install] ***********************************************************************************************************************************************************************************************************
2024-10-29 12:50:04,875 p=1392575 u=lavender n=ansible | included: /home/lavender/sandbox/ansible/LabProvisioning/ProvisionCollection/telegraf/tasks/../../shared/influxdb/tasks/Debian-install.yml for monitor2
2024-10-29 12:50:04,878 p=1392575 u=lavender n=ansible | TASK [telegraf : Prepare the apt keyring directory] *****************************************************************************************************************************************************************************************
2024-10-29 12:50:05,112 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:05,120 p=1392575 u=lavender n=ansible | TASK [telegraf : get influx key] ************************************************************************************************************************************************************************************************************
2024-10-29 12:50:05,438 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:05,441 p=1392575 u=lavender n=ansible | TASK [telegraf : build key for apt] *********************************************************************************************************************************************************************************************************
2024-10-29 12:50:05,677 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:05,684 p=1392575 u=lavender n=ansible | TASK [telegraf : setup influxdb apt repo] ***************************************************************************************************************************************************************************************************
2024-10-29 12:50:06,114 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:06,123 p=1392575 u=lavender n=ansible | TASK [telegraf : Get telegraf} package] *****************************************************************************************************************************************************************************************************
2024-10-29 12:50:09,078 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:09,085 p=1392575 u=lavender n=ansible | TASK [telegraf : Configure the plugins] *****************************************************************************************************************************************************************************************************
2024-10-29 12:50:09,109 p=1392575 u=lavender n=ansible | included: /home/lavender/sandbox/ansible/LabProvisioning/ProvisionCollection/telegraf/tasks/telegrafd-setup.yml for monitor2
2024-10-29 12:50:09,120 p=1392575 u=lavender n=ansible | TASK [telegraf : copy telegraf.d configuration files] ***************************************************************************************************************************************************************************************
2024-10-29 12:50:11,173 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:11,181 p=1392575 u=lavender n=ansible | TASK [telegraf : collect apache stats] ******************************************************************************************************************************************************************************************************
2024-10-29 12:50:11,196 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:11,199 p=1392575 u=lavender n=ansible | TASK [telegraf : collect memcache stats] ****************************************************************************************************************************************************************************************************
2024-10-29 12:50:11,208 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:11,213 p=1392575 u=lavender n=ansible | TASK [telegraf : collect redis stats] *******************************************************************************************************************************************************************************************************
2024-10-29 12:50:11,222 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:11,228 p=1392575 u=lavender n=ansible | TASK [telegraf : collect mariadb stats] *****************************************************************************************************************************************************************************************************
2024-10-29 12:50:11,238 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:11,242 p=1392575 u=lavender n=ansible | TASK [telegraf : first output] **************************************************************************************************************************************************************************************************************
2024-10-29 12:50:11,682 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:11,686 p=1392575 u=lavender n=ansible | TASK [telegraf : second output] *************************************************************************************************************************************************************************************************************
2024-10-29 12:50:12,111 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:12,118 p=1392575 u=lavender n=ansible | TASK [telegraf : sometimes /etc/telegraf.conf does not get created???] **********************************************************************************************************************************************************************
2024-10-29 12:50:12,613 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:12,621 p=1392575 u=lavender n=ansible | TASK [telegraf : Configure default file] ****************************************************************************************************************************************************************************************************
2024-10-29 12:50:12,644 p=1392575 u=lavender n=ansible | included: /home/lavender/sandbox/ansible/LabProvisioning/ProvisionCollection/telegraf/tasks/telegrafd-default-setup.yml for monitor2
2024-10-29 12:50:12,654 p=1392575 u=lavender n=ansible | TASK [telegraf : set_fact] ******************************************************************************************************************************************************************************************************************
2024-10-29 12:50:12,669 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:12,675 p=1392575 u=lavender n=ansible | TASK [telegraf : copy config to /etc/default/telegraf] **************************************************************************************************************************************************************************************
2024-10-29 12:50:13,113 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:13,119 p=1392575 u=lavender n=ansible | TASK [telegraf : ansible.builtin.debug] *****************************************************************************************************************************************************************************************************
2024-10-29 12:50:13,135 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:13,142 p=1392575 u=lavender n=ansible | TASK [telegraf : Populate service facts] ****************************************************************************************************************************************************************************************************
2024-10-29 12:50:13,153 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:13,159 p=1392575 u=lavender n=ansible | TASK [telegraf : Package remove] ************************************************************************************************************************************************************************************************************
2024-10-29 12:50:13,172 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:13,179 p=1392575 u=lavender n=ansible | TASK [telegraf : Remove the config files at /etc/telegraf] **********************************************************************************************************************************************************************************
2024-10-29 12:50:13,189 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:13,198 p=1392575 u=lavender n=ansible | TASK [telegraf : Remove the default file] ***************************************************************************************************************************************************************************************************
2024-10-29 12:50:13,209 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:13,216 p=1392575 u=lavender n=ansible | TASK [telegraf : Remove the data files] *****************************************************************************************************************************************************************************************************
2024-10-29 12:50:13,228 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:13,241 p=1392575 u=lavender n=ansible | TASK [loki : Package install] ***************************************************************************************************************************************************************************************************************
2024-10-29 12:50:13,256 p=1392575 u=lavender n=ansible | included: /home/lavender/sandbox/ansible/LabProvisioning/ProvisionCollection/loki/tasks/../../shared/grafana/tasks/Debian-install.yml for monitor2
2024-10-29 12:50:13,260 p=1392575 u=lavender n=ansible | TASK [loki : Prepare the apt keyring directory] *********************************************************************************************************************************************************************************************
2024-10-29 12:50:13,485 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:13,491 p=1392575 u=lavender n=ansible | TASK [loki : Get the grafana gpg key used for Grafana, Loki, ...] ***************************************************************************************************************************************************************************
2024-10-29 12:50:13,774 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:13,780 p=1392575 u=lavender n=ansible | TASK [loki : setup Grafana apt repo] ********************************************************************************************************************************************************************************************************
2024-10-29 12:50:14,211 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:14,218 p=1392575 u=lavender n=ansible | TASK [loki : Install Alloy OSS package] *****************************************************************************************************************************************************************************************************
2024-10-29 12:50:16,270 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:16,276 p=1392575 u=lavender n=ansible | TASK [loki : Template config to  /etc/loki/config.yml] **************************************************************************************************************************************************************************************
2024-10-29 12:50:16,715 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:16,723 p=1392575 u=lavender n=ansible | TASK [loki : systemd reload configs and restart Loki] ***************************************************************************************************************************************************************************************
2024-10-29 12:50:17,277 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:17,285 p=1392575 u=lavender n=ansible | TASK [loki : Package remove] ****************************************************************************************************************************************************************************************************************
2024-10-29 12:50:17,299 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:17,306 p=1392575 u=lavender n=ansible | TASK [loki : Remove the config files /etc/loki] *********************************************************************************************************************************************************************************************
2024-10-29 12:50:17,319 p=1392575 u=lavender n=ansible | skipping: [monitor2]
2024-10-29 12:50:17,331 p=1392575 u=lavender n=ansible | TASK [alloy : Package install] **************************************************************************************************************************************************************************************************************
2024-10-29 12:50:17,353 p=1392575 u=lavender n=ansible | included: /home/lavender/sandbox/ansible/LabProvisioning/ProvisionCollection/alloy/tasks/../../shared/grafana/tasks/Debian-install.yml for monitor2
2024-10-29 12:50:17,359 p=1392575 u=lavender n=ansible | TASK [alloy : Prepare the apt keyring directory] ********************************************************************************************************************************************************************************************
2024-10-29 12:50:17,609 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:17,616 p=1392575 u=lavender n=ansible | TASK [alloy : Get the grafana gpg key used for Grafana, Loki, ...] **************************************************************************************************************************************************************************
2024-10-29 12:50:17,906 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:17,909 p=1392575 u=lavender n=ansible | TASK [alloy : setup Grafana apt repo] *******************************************************************************************************************************************************************************************************
2024-10-29 12:50:18,351 p=1392575 u=lavender n=ansible | ok: [monitor2]
2024-10-29 12:50:18,358 p=1392575 u=lavender n=ansible | TASK [alloy : Install Alloy OSS package] ****************************************************************************************************************************************************************************************************
2024-10-29 12:50:21,130 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:21,137 p=1392575 u=lavender n=ansible | TASK [alloy : Template config  in /etc/alloy/config.allow] **********************************************************************************************************************************************************************************
2024-10-29 12:50:21,579 p=1392575 u=lavender n=ansible | changed: [monitor2]
2024-10-29 12:50:21,585 p=1392575 u=lavender n=ansible | TASK [alloy : Template config  in /etc/default/alloy] ***************************************************************************************************************************************************************************************
